k1,k2,k3,k4
0.00043159,0.42167,-0.072508,0.11092
-0.00043159,0.98317,0.0025896,0.11092
-0.00043159,1.4437,0.053949,0.11092
-0.0017264,1.6612,-0.077255,0.11092
-0.002158,1.7609,-0.047475,0.11049
-0.0017264,1.694,0.019853,0.11092
-0.00043159,1.6241,0.078118,0.11092
0,1.3207,0.10229,0.11092
0.00043159,0.79197,0.050496,0.11092
0.00086319,0.42728,0.055244,0.11092
0.0012948,0.40181,-0.0073371,0.11092
0.0012948,0.38455,-0.07035,0.11092
0.0012948,0.16142,0.016401,0.11092
0.0012948,-0.095814,-0.0025896,0.11092
0.0012948,-0.49417,-0.0099266,0.11092
0.0012948,-0.59948,0.1489,0.11092
0.00086319,-0.33448,0.035822,0.11092
0.0012948,-0.6612,-0.079413,0.11092
0.0017264,-1.3496,-0.061286,0.11178
0.0012948,-1.1636,-0.058697,0.11135
0.0012948,-0.51618,-0.044022,0.11092
-0.0025896,-0.15624,-0.05956,0.11092
-0.00043159,-0.051791,-0.069055,0.11135
0.0017264,-0.076823,0.032369,0.11135
0.0012948,-0.20112,0.12646,0.11092
0.0017264,-0.51144,0.10876,0.11092
0.0012948,-1.3082,0.10574,0.11092
0.0012948,-1.5956,-0.0025896,0.11092
0.0012948,-1.4389,-0.11437,0.11135
0.0017264,-0.96202,-0.099698,0.11135
0.0012948,-0.29694,-0.022874,0.11135
0.0017264,-0.22918,-0.050496,0.11092
0.002158,-0.95943,0.063876,0.11092
0.0030211,-1.9987,0.12905,0.11092
0.0030211,-2.2136,0.065602,0.11049
0.0025896,-1.9266,-0.12387,0.11049
0.002158,-1.2641,-0.23004,0.11092
0.0017264,-0.39102,-0.035391,0.11049
0.0025896,0.43332,0.13638,0.11006
0.0030211,0.45274,0.022874,0.11006
0.0038843,-0.89253,-0.073371,0.11049
0.0047475,-2.0035,-0.10531,0.11092
0.0051791,-1.5809,-0.0069055,0.11092
0.0056107,-0.92879,0.050065,0.11092
0.0047475,-0.0099266,-0.030643,0.11092
0.0051791,0.5697,0.03798,0.11049
0.0047475,0.51575,0.052654,0.11092
0.0038843,0.16746,-0.0060423,0.11092
0.0047475,0.17479,-0.10186,0.11092
0.0047475,0.17609,0.042728,0.11092
0.0051791,0.23694,-0.028485,0.11049
0.0051791,0.7022,0.02978,0.11049
0.0056107,1.1636,0.09754,0.11092
0.0060423,1.5287,0.0056107,0.11092
0.0064739,1.4769,0.061718,0.11092
0.0064739,1.3138,-0.026759,0.11092
0.0069055,1.1739,0.0012948,0.11092
0.0069055,0.87397,0.040138,0.11092
0.0069055,1.0583,0.050496,0.11092
0.0069055,1.1398,-0.05956,0.11092
0.0064739,0.98446,0.022011,0.11092
0.0064739,0.91886,0.032369,0.11092
0.0069055,1.183,0.059991,0.11092
0.0073371,1.4022,0.013811,0.11092
0.0086319,1.5723,-0.11221,0.11092
0.009495,1.5839,-0.073802,0.11135
0.009495,1.4765,-0.0086319,0.11178
0.0099266,1.4553,0.0043159,0.11135
0.0099266,1.303,0.055675,0.11135
0.010358,0.99741,0.022011,0.11092
0.01079,0.83513,0.020285,0.11135
0.01079,0.95727,0.10962,0.11135
0.0090634,1.0863,-0.013379,0.11135
0.0090634,0.91411,-0.1489,0.11135
0.0099266,0.91843,0.05697,0.11135
0.009495,1.2546,0.13552,0.11221
0.009495,1.1929,0.050496,0.11265
0.009495,0.47475,0.10229,0.11221
0.009495,-0.27406,0.12257,0.11178
0.0090634,-0.78507,0.10747,0.11178
0.0090634,-0.93051,0.11006,0.11178
0.0090634,-0.72335,-0.067328,0.11178
0.0090634,-0.80233,-0.17911,0.11221
0.009495,-0.72767,-0.056107,0.11265
0.009495,-0.22141,-0.067328,0.11092
0.009495,0.10445,-0.058697,0.11308
0.009495,-0.068623,-0.027622,0.10833
0.009495,-0.13768,-0.026759,0.11524
0.009495,0.31118,0.0034527,0.10531
0.0090634,0.44584,-0.066034,0.11998
0.0090634,-0.13293,-0.18256,0.10099
0.0099266,-0.59301,-0.019422,0.12775
0.0086319,-0.33276,0.039707,0.060855
0.0073371,0.10142,0.028054,-0.45015
0.0073371,0.12861,0.081139,-0.51316
0.0069055,-0.053517,0.07596,-0.4877
0.0069055,-0.3975,0.072076,-0.50539
0.0069055,-0.70134,0.083297,-0.49202
0.0069055,-1.06,-0.0064739,-0.50151
0.0064739,-1.2866,0.036685,-0.49461
0.0064739,-0.91282,0.056107,-0.49849
0.0064739,-0.18472,-0.040138,-0.49633
0.0064739,0.1066,-0.018127,-0.49719
0.0064739,0.042296,0.013379,-0.49633
0.0064739,0.099266,-0.050928,-0.49633
0.0064739,0.19206,-0.078118,-0.4959
0.0064739,0.30773,-0.080708,-0.4959
0.0064739,0.53992,-0.04618,-0.49547
0.0069055,0.87527,-0.014674,-0.49504
0.0069055,1.2274,-0.02978,-0.49504
0.0069055,1.1221,0.0086319,-0.49461
0.0069055,0.62192,0.05136,-0.49461
0.0060423,0.28787,0.12128,-0.49417
0.0064739,0.13034,0.053949,-0.49417
0.0060423,0.123,0.0047475,-0.49374
0.0060423,0.2309,0.016401,-0.49374
0.0056107,0.20112,-0.028917,-0.49331
0.0056107,0.19163,-0.064739,-0.49331
0.0060423,0.33017,-0.00086319,-0.49374
0.0060423,0.40958,0.00043159,-0.49245
0.0064739,0.35606,-0.00086319,-0.49461
0.0064739,0.41347,0.033664,-0.48986
0.0069055,0.61631,0.0077687,-0.49676
0.0034527,0.79111,-0.02978,-0.48597
0.0012948,0.95598,-0.013379,-0.50194
0.0047475,1.0708,0.015106,-0.47864
0.0047475,1.0203,-0.023306,-0.51316
0.0047475,0.92318,0.015106,-0.42382
0.0047475,0.83945,0.028917,0.072076
0.0047475,0.73802,0.018127,0.11221
0.0047475,0.44152,-0.0064739,0.097972
0.0047475,-0.0099266,-0.015969,0.11265
0.0051791,-0.32542,0.048338,0.10315
0.0056107,-0.32542,0.12991,0.11221
0.0051791,-0.081571,0.11739,0.10703
0.0047475,-0.19724,-0.012516,0.11135
0.0047475,-0.71558,-0.10142,0.11006
0.0047475,-0.96936,-0.094519,0.11135
0.0043159,-0.72896,0.0051791,0.11092
0.0034527,-0.2732,-0.034527,0.11092
0.0034527,0.049202,-0.1066,0.11092
0.0017264,0.23133,0.05697,0.11092
0.002158,0.26975,-0.0034527,0.11092
0.0025896,0.11912,-0.064739,0.11135
0.0030211,0.12818,0.043591,0.11221
0.0030211,0.064739,0.080708,0.11221
0.0030211,-0.46655,0.066897,0.11178
0.0038843,-0.94648,0.016832,0.11178
0.0038843,-1.0117,0.13509,0.11265
0.0038843,-0.79025,0.12775,0.11265
0.0038843,-0.65429,-0.051791,0.11265
0.0043159,-0.92792,-0.14847,0.11221
0.0038843,-1.2132,0.011653,0.11221
0.0038843,-1.1139,0.016401,0.11178
0.0034527,-0.71213,-0.14933,0.11221
0.0034527,-0.48209,-0.11826,0.11265
0.0038843,-0.21278,-0.10445,0.11265
0.0034527,0.22486,0.030211,0.11265
0.0034527,0.60984,0.037117,0.11265
0.0034527,0.63056,-0.10013,0.11265
0.0034527,0.082434,-0.0017264,0.11308
0.0043159,-0.49288,0.12603,0.11265
0.0047475,-0.68753,0.02719,0.11221
0.0051791,-0.73025,0.0017264,0.11221
0.0051791,-0.76867,0.11437,0.11221
0.0051791,-0.53863,0.087182,0.11178
0.0051791,-0.30643,0.030643,0.11178
0.0056107,-0.65257,-0.049202,0.11265
0.0056107,-1.2495,-0.079413,0.11308
0.0047475,-1.2067,-0.012516,0.11265
0.0047475,-0.76478,-0.090203,0.11221
0.0047475,-0.40915,-0.13423,0.11221
0.0038843,0.0090634,-0.0017264,0.11178
0.0043159,0.5615,0.064307,0.11221
0.0030211,0.71083,-0.022011,0.11221
0.0025896,0.43807,-0.035391,0.11265
0.0034527,0.098835,0.061286,0.11221
0.0030211,-0.27751,0.087182,0.11178
0.0034527,-0.46051,0.10272,0.11265
0.0030211,-0.5205,0.073371,0.11308
0.0030211,-0.55848,0.014674,0.11308
0.002158,-0.5874,-0.035822,0.11221
0.002158,-0.59171,-0.027622,0.11221
0.002158,-0.60337,-0.014243,0.11265
0.0012948,-0.56064,-0.07596,0.11265
0.00086319,-0.26025,-0.064739,0.11221
0.00086319,0.25378,0.009495,0.11178
0.00086319,0.5792,-0.024169,0.11178
0,0.48123,-0.033664,0.11178
0,0.32499,0.033233,0.11221
0,0.1325,0.10358,0.11265
0.0012948,-0.05956,0.10876,0.11265
0.00043159,-0.49417,0.011221,0.11265
0.0012948,-1.0427,-0.047907,0.11221
0.002158,-0.959,0.088476,0.11178
0.002158,-0.41217,0.20026,0.11178
0.002158,-0.30211,-0.025032,0.11135
0.00086319,-0.72723,0.021148,0.11135
0.002158,-1.3315,-0.1312,0.11135
0.0025896,-1.5917,-0.1161,0.11092
0.002158,-1.3271,0.15106,0.11092
0.002158,-0.32715,-0.14588,0.11092
0.0017264,0.14329,-0.24471,0.11135
0.00043159,0.10919,0.12559,0.11178
0,0.67501,0.17609,0.11135
0,0.55114,-0.19983,0.11092
0,-0.44756,-0.11221,0.11092
-0.00043159,-1.3172,0.2063,0.11135
-0.00043159,-0.9836,-0.053949,0.11135
-0.00043159,-0.43634,0.15969,0.11135
-0.002158,-0.16832,0.12257,0.11092
-0.0025896,-0.15926,-0.013379,0.11049
-0.002158,-0.6776,-0.051791,0.11092
-0.0025896,-1.1549,-0.15278,0.11135
-0.002158,-0.86836,-0.034096,0.11178
-0.0017264,-0.21019,-0.061718,0.11178
-0.002158,0.61631,0.17048,0.11092
-0.0025896,1.4333,0.0069055,0.11135
-0.0025896,1.1239,-0.051791,0.11135
-0.0025896,0.60768,-0.043591,0.11092
-0.0025896,0.094087,-0.22486,0.11135
-0.002158,-0.075097,0.11869,0.11178
-0.0012948,0.048338,0.15408,0.11178
-0.00086319,0.22313,0.072508,0.11135
-0.0017264,0.11739,0.2158,0.11092
-0.002158,-0.37203,0.073802,0.11135
-0.0060423,-0.25464,-0.062581,0.11092
-0.0034527,-0.19163,-0.10747,0.11135
-0.0012948,-0.77169,-0.14933,0.11178
-0.0012948,-1.2779,0.012516,0.11135
-0.0012948,-0.80406,0.16962,0.11092
-0.0012948,0.051791,0.047044,0.11092
-0.0017264,0.47389,-0.088045,0.11092
-0.0025896,0.48554,-0.18558,0.11092
-0.0025896,0.42598,-0.12128,0.11049
-0.002158,0.65343,-0.069918,0.11006
-0.002158,1.3401,-0.028054,0.11049
-0.0025896,1.4217,0.035822,0.11049
-0.0025896,0.77341,0.095382,0.11049
-0.0025896,0.46008,0.10488,0.11049
-0.0017264,0.23306,0.13423,0.10962
-0.0012948,-0.072076,0.048338,0.10962
-0.002158,-0.53129,-0.054381,0.10919
-0.0012948,-0.51446,0.023306,0.10919
-0.00086319,-0.17652,0.15624,0.10919
-0.0017264,0.19292,-0.042728,0.10919
-0.002158,0.26543,-0.07035,0.10919
-0.002158,-0.077687,0.02719,0.10919
-0.0017264,0.24946,-0.10876,0.10876
-0.00086319,0.52482,-0.13681,0.10876
-0.00086319,0.62192,0.012085,0.10876
-0.00086319,0.77514,-0.032801,0.10919
-0.00043159,1.2102,-0.035391,0.10919
-0.00086319,1.3302,0.26586,0.10876
-0.0012948,1.0609,0.016832,0.10876
-0.00086319,0.76349,-0.1394,0.10876
-0.0012948,0.56798,0.28226,0.10919
-0.00086319,0.52611,-0.0064739,0.10919
0,-0.095814,-0.068192,0.10876
0,-0.69357,0.20026,0.10876
0,-0.63358,0.06776,0.10876
0,-0.571,-0.10445,0.10919
0,-0.41821,-0.11178,0.10919
0.00043159,0.0064739,-0.11178,0.10919
0.00043159,0.64091,-0.10272,0.10876
0,1.2236,-0.066897,0.10876
0.00043159,1.2615,0.031938,0.10876
0.00086319,0.69832,-0.13336,0.10876
0.00086319,0.040138,0.13034,0.10876
0.0012948,-0.26975,0.20457,0.10876
0.002158,-0.48813,-0.066034,0.10876
0.0025896,-0.56064,0.053086,0.10919
0.002158,-0.42426,0.14199,0.10919
0.002158,-0.3047,-0.023306,0.10876
0.0025896,-0.33535,0.020716,0.10876
0.002158,-0.79197,-0.056539,0.10919
0.002158,-1.2987,-0.066897,0.10919
0.00086319,-1.5576,0.018127,0.10876
0.0012948,-1.5041,-0.075529,0.10876
0.002158,-1.1843,-0.10574,0.10876
0.002158,-0.81355,-0.02719,0.10876
0.002158,-0.43763,-0.064739,0.10919
0.002158,-0.16616,0.019422,0.10919
0.0025896,0.091066,0.13379,0.10919
0.0025896,0.24299,0.043159,0.10919
0.0025896,0.041864,-0.025032,0.10962
0.0030211,-0.26068,0.0025896,0.10962
0.0030211,-0.43505,-0.074234,0.10962
0.0030211,-0.33319,-0.050496,0.10876
0.0034527,-0.13077,0.075097,0.10876
0.0038843,-0.13638,0.085455,0.10876
0.0038843,-0.26931,0.062581,0.10876
0.0038843,-0.49978,0.084592,0.10876
0.0043159,-0.78593,0.12473,0.10876
0.0047475,-1.0889,0.026327,0.10876
0.0060423,-1.2214,-0.08934,0.10876
0.0060423,-1.1325,-0.04618,0.10876
0.0056107,-0.76478,-0.038412,0.10876
0.0064739,-0.50928,-0.12128,0.10876
0.0064739,-0.37808,-0.18213,0.10833
0.0060423,-0.015537,-0.094087,0.10833
0.0069055,0.091066,-0.022443,0.10833
0.0069055,0.0025896,-0.0047475,0.1079
0.0069055,0.21839,-0.025464,0.10703
0.0069055,0.58956,0.050928,0.10747
0.0069055,0.82003,0.06776,0.10833
0.0073371,0.49331,-0.066465,0.10833
0.0073371,-0.29909,0.13984,0.10833
0.0069055,-0.73975,0.25593,0.1079
0.0073371,-0.73457,-0.011221,0.10876
0.0073371,-1.0617,0.02158,0.10876
0.0077687,-1.3103,0.028485,0.10833
0.0077687,-0.93051,-0.13077,0.10833
0.0073371,-0.32585,0.00086319,0.1079
0.0069055,0.55201,-0.12516,0.10747
0.0069055,0.91066,-0.29607,0.1079
0.0069055,1.1726,-0.0069055,0.1079
0.0069055,1.5637,-0.016832,0.10833
0.0069055,2.006,-0.059991,0.10833
0.0069055,1.918,0.13897,0.10833
0.0064739,1.5576,0.18558,0.10876
0.0056107,1.2654,0.31506,0.10876
0.0060423,1.161,0.2473,0.10876
0.0060423,0.92965,-0.057833,0.1079
0.0064739,0.57661,0.063013,0.10833
0.0073371,0.67458,-0.0060423,0.10876
0.0069055,0.66681,-0.13854,0.10833
0.0073371,0.42987,-0.057833,0.10833
0.0047475,0.30384,-0.041864,0.10833
0.0034527,0.26629,-0.07035,0.10876
0.0069055,0.68278,0.017264,0.10919
0.0064739,1.0535,-0.14674,0.10919
0.0069055,1.0647,-0.10962,0.10919
0.0069055,1.2128,0.093656,0.10919
0.0069055,1.3621,0.00043159,0.10919
0.0069055,1.1895,-0.042728,0.10919
0.0069055,0.98144,0.063013,0.10919
0.0077687,0.66983,0.075529,0.10919
0.0077687,0.3565,0.11567,0.10919
0.0077687,0.14933,-0.018127,0.10962
0.0086319,-0.30902,0.0056107,0.11006
0.0082003,-0.49072,0.11049,0.10962
0.0077687,-0.42728,0.087182,0.10962
0.0077687,-0.39793,0.052654,0.10962
0.0073371,-0.37376,-0.031075,0.11006
0.0073371,-0.22874,-0.093656,0.11006
0.0073371,0.069486,0.010358,0.10962
0.0073371,0.32369,-0.13379,0.10962
0.0077687,0.21148,-0.14286,0.10876
0.0073371,0.22227,0.016401,0.11135
0.0077687,0.54294,0.0060423,0.10703
0.0082003,0.83815,-0.014243,0.11524
0.0082003,0.52697,-0.071644,0.10315
0.009495,0.17091,0.10919,0.12085
0.0073371,0.24126,0.31247,0.09495
0.0064739,0.095382,0.020285,0.13466
0.0069055,-0.41951,-0.036254,0.029348
0.0069055,-0.94864,0.10833,-0.47648
0.0069055,-1.0876,0.031075,-0.50496
0.0060423,-0.85196,-0.10315,-0.49245
0.0056107,-0.4454,-0.13077,-0.50324
0.0051791,-0.15019,-0.099266,-0.49374
0.0051791,0.16789,-0.054381,-0.50108
0.0047475,0.6612,-0.060423,-0.49504
0.0047475,0.82736,-0.099266,-0.49892
0.0047475,0.5464,-0.11006,-0.49633
0.0047475,0.22011,0.06776,-0.49719
0.0051791,0.19896,0.10833,-0.49633
0.0047475,0.26413,0.072508,-0.49633
0.0047475,0.072939,0.15019,-0.4959
0.0056107,-0.37462,0.14329,-0.4959
0.0060423,-0.72982,0.06776,-0.49547
0.0064739,-0.50539,0.061718,-0.49547
0.0069055,-0.10401,-0.012085,-0.49504
0.0069055,-0.096677,-0.091929,-0.49504
0.0073371,-0.35606,-0.051791,-0.49461
0.0082003,-0.28269,-0.068192,-0.49417
0.0082003,0.084592,-0.063876,-0.49417
0.0086319,0.41908,-0.071213,-0.49417
0.0077687,0.98058,-0.11394,-0.49374
0.0069055,1.5503,-0.14199,-0.49374
0.0082003,1.8727,-0.017264,-0.49374
0.0077687,1.9512,0.037117,-0.49331
0.0077687,1.5434,0.049633,-0.49288
0.0073371,0.86232,0.16573,-0.49417
0.0073371,0.57488,0.18817,-0.48986
0.0073371,0.5546,0.050065,-0.49806
0.0069055,0.4303,0.019422,-0.48338
0.0064739,0.21148,0.061718,-0.50712
0.0060423,0.26198,-0.053949,-0.46698
0.0064739,0.30773,-0.044886,-0.53949
0.0064739,-0.058265,0.054812,-0.28312
0.0064739,-0.26543,0.071644,0.13768
0.0069055,0.07855,0.034527,0.084161
0.0073371,0.43332,-0.033664,0.11178
0.0082003,0.65473,-0.10488,0.10056
0.009495,0.75658,-0.064739,0.1066
0.009495,0.78464,-0.011221,0.1066
0.009495,0.86836,0.026327,0.10703
0.010358,0.74234,-0.072508,0.10876
0.0099266,0.19249,-0.013379,0.10876
0.009495,-0.25291,0.053949,0.10919
0.009495,-0.23349,0.056539,0.10876
0.0086319,-0.55978,0.031506,0.10876
0.0086319,-1.3271,0.022874,0.10876
0.0082003,-1.7769,0.035822,0.10919
0.0073371,-1.6634,0.049202,0.10919
0.0069055,-1.5045,-0.072508,0.10919
0.0069055,-1.5442,-0.1407,0.10919
0.0069055,-1.492,0.012085,0.10919
0.0069055,-1.2339,0.069918,0.10919
0.0069055,-0.90764,-0.17911,0.10962
0.0069055,-0.72637,-0.20716,0.11006
0.0069055,-0.45749,-0.017264,0.11006
0.0073371,-0.068192,0.095814,0.10919
0.0077687,-0.038412,-0.009495,0.10876
0.0082003,-0.46655,0.05136,0.10919
0.0077687,-0.92145,0.17048,0.10962
0.0069055,-0.95209,0.14329,0.10962
0.0069055,-1.0311,0.020716,0.10962
0.0069055,-1.0708,-0.030211,0.11006
0.0064739,-1.2952,-0.058265,0.11006
0.0056107,-1.5878,0.0017264,0.11006
0.0051791,-1.5391,0.076823,0.11049
0.0043159,-0.98274,0.061286,0.11049
0.0038843,-0.65386,-0.053949,0.11049
0.0034527,-0.82132,-0.10186,0.11006
0.0030211,-0.80924,-0.085024,0.11006
0.0025896,-0.33751,-0.11221,0.11006
0.0017264,0.27147,-0.068623,0.11006
0.00086319,0.80794,0.05956,0.10962
-0.0025896,1.0315,-0.022874,0.10962
-0.00043159,0.74752,-0.033664,0.11049
0.0012948,0.42469,0.15667,0.11049
0.00086319,0.21364,0.088908,0.11049
0.0017264,0.029348,0.011653,0.11092
0.0017264,-0.14847,0.090634,0.11092
0.0012948,0.067328,0.047907,0.11092
0.0012948,0.27579,-0.022011,0.11092
0.0012948,0.020716,0.077687,0.11006
0.00086319,-0.31679,0.00086319,0.11049
0,-0.14415,-0.030211,0.11049
-0.00043159,0.08675,-0.020285,0.11049
-0.00086319,-0.015106,-0.13379,0.11049
-0.0012948,0.40138,-0.17609,0.11049
-0.002158,1.1618,-0.03798,0.11006
-0.002158,1.6111,0.056539,0.11006
-0.0025896,1.4924,-0.017695,0.11049
-0.002158,1.0298,-0.0056107,0.11049
-0.0034527,0.88218,0.15192,0.11006
-0.0034527,0.8101,0.0073371,0.10962
-0.002158,0.42857,0.029348,0.11006
-0.0012948,-0.2391,0.28183,0.11006
-0.00086319,-0.42857,0.038843,0.10962
-0.00043159,-0.3962,-0.10056,0.10962
-0.00043159,-0.79586,0.0077687,0.11006
-0.00086319,-0.94821,-0.091929,0.11049
-0.00043159,-0.57057,-0.081139,0.11092
-0.00043159,-0.090634,0.00043159,0.11092
-0.0012948,-0.032369,-0.080276,0.11049
-0.0017264,-0.28269,-0.038843,0.11049
-0.0017264,0.20975,0.11955,0.11006
-0.0025896,0.75486,-0.025464,0.11006
-0.0025896,0.49978,-0.25032,0.10962
-0.0030211,-0.44195,0.024601,0.10919
-0.0030211,-1.3647,0.23738,0.10962
-0.0034527,-1.0911,0.14243,0.11006
-0.0038843,-0.6789,-0.033233,0.11049
-0.0038843,-0.71731,0.01899,0.10962
-0.0038843,-0.86016,0.019853,0.10962
-0.0043159,-0.59948,0.038412,0.10962
-0.0038843,-0.35693,0.0051791,0.10962
-0.0034527,-0.74407,-0.22313,0.10962
-0.0030211,-1.1109,-0.13077,0.10919
-0.0017264,-1.1001,0.13897,0.10919
-0.0012948,-0.47475,-0.017695,0.10962
-0.00086319,-0.11826,-0.024601,0.10962
-0.00043159,-0.46051,0.09754,0.10962
0,-0.62581,0.024601,0.10962
0,-0.08675,-0.079845,0.10962
-0.00043159,0.35606,-0.016401,0.10962
0,-0.0043159,0.097972,0.11006
-0.0012948,-0.87743,-0.002158,0.11049
0,-1.3949,0.01899,0.11092
0,-1.3651,0.12775,0.10962
-0.00086319,-0.95209,0.028917,0.10962
-0.00086319,-0.28744,-0.13034,0.11006
-0.0017264,-0.15839,-0.1653,0.11006
-0.0012948,0.26672,0.0030211,0.10962
-0.00043159,0.45447,0.2227,0.11006
0,-0.18041,0.065602,0.11049
0.00043159,-0.92663,-0.06517,0.11006
0.00086319,-1.3621,-0.057833,0.10962
0.00086319,-0.83384,-0.047044,0.10962
0.00043159,0.22227,-0.024601,0.11006
0.00043159,1.0708,-0.067328,0.10962
0.00086319,1.1991,-0.019853,0.10919
0.0017264,0.20285,0.088476,0.10919
0.002158,-0.2637,-0.063876,0.10876
0.0012948,-0.33103,-0.0082003,0.10876
0.0017264,0.016832,0.041001,0.10919
0.0030211,0.64394,0.048338,0.10962
0.0034527,0.81096,0.00043159,0.10962
0.0038843,0.72723,-0.0025896,0.10919
0.0034527,0.61114,-0.094519,0.10919
0.0038843,0.10272,0.030211,0.10919
0.0034527,-0.15839,0.20975,0.10919
0.0025896,0.10272,0.19465,0.10876
0.0043159,0.42641,-0.045317,0.10876
0.0030211,0.59128,-0.078981,0.10876
0.0025896,0.72982,-0.076823,0.10876
0.0025896,0.77644,-0.18645,0.10919
0.002158,0.68494,0.04618,0.10919
0.0017264,0.73371,0.13595,0.10919
0.0017264,0.58783,0.045317,0.10919
0.0012948,0.37549,0.037117,0.10919
0.0012948,0.89599,0.32672,0.10876
0.00086319,1.4989,-0.029348,0.10876
0,1.129,-0.32585,0.10876
0,0.42339,-0.090203,0.10876
0,0.70781,0.091929,0.10876
0.00086319,1.0358,0.069055,0.10876
0.0012948,0.85153,-0.055675,0.10833
0.00086319,0.37203,-0.07596,0.10876
0.0012948,0.0086319,0.13293,0.10919
0.0012948,0.62667,0.052223,0.10962
0,0.79327,-0.0030211,0.10919
-0.00043159,0.27233,-0.0012948,0.10919
-0.00043159,-0.33578,-0.063013,0.10919
-0.00086319,-0.84074,-0.0038843,0.10919
-0.00043159,-0.92016,0.081139,0.10919
-0.00086319,-0.99223,-0.10488,0.10919
-0.00043159,-0.92447,0.016401,0.10919
-0.0030211,-0.42167,0.14156,0.10833
-0.0047475,-0.35045,-0.090203,0.10876
-0.00043159,-1.2322,-0.15063,0.10962
0,-1.6094,-0.05136,0.11006
-0.00043159,-0.88218,0.012948,0.10962
-0.00043159,-0.19681,-0.022874,0.10876
-0.00043159,-0.020716,-0.019853,0.10919
-0.0017264,-0.18645,-0.035822,0.10962
-0.0025896,-0.27579,0.04618,0.10919
-0.0025896,-0.22615,0.090203,0.10919
-0.0025896,-0.37894,0.044886,0.10919
-0.0030211,-0.88261,-0.0090634,0.10919
-0.0034527,-1.2784,0.066034,0.10919
-0.0025896,-1.183,0.1243,0.10876
-0.0012948,-0.85369,0.027622,0.10919
0,-0.68537,-0.0012948,0.10962
-0.00086319,-0.94174,0.018558,0.10962
0,-1.2611,-0.0073371,0.10962
0.0012948,-1.3051,-0.049202,0.10919
0,-1.1925,-0.06776,0.10876
0,-0.81226,-0.030643,0.10876
0.00086319,-0.093224,-0.093224,0.10919
0.0017264,0.21536,-0.1407,0.10919
0.002158,0.11955,-0.11092,0.10876
0.0017264,0.12905,-0.022874,0.10876
0.0017264,0.03798,0.022443,0.10876
0.0025896,-0.035822,0.051791,0.10962
0.0030211,0.23953,0.11265,0.11006
0.0030211,0.23435,-0.0051791,0.11006
0.0038843,-0.10358,0.016401,0.10919
0.0047475,-0.14933,0.028054,0.10919
0.0047475,-0.081139,-0.09495,0.10919
0.0051791,-0.11049,-0.0073371,0.10919
0.0060423,-0.17695,0.0030211,0.10919
0.0060423,-0.49288,0,0.10919
0.0060423,-0.79284,0.15278,0.10876
0.0060423,-0.70177,0.1394,0.10876
0.0064739,-0.28485,-0.05956,0.10876
0.0064739,0.25162,0.015969,0.10876
0.0060423,0.82909,-0.05697,0.10876
0.0056107,1.7173,-0.13681,0.10876
0.0056107,2.2637,-0.11178,0.10876
0.0051791,2.003,-0.14717,0.10833
0.0051791,1.7134,0.076823,0.1079
0.0060423,1.8792,0.123,0.10833
0.0069055,1.9594,0.055244,0.10876
0.0069055,1.5593,0.12128,0.10876
0.0069055,1.3034,0.21752,0.10833
0.0077687,1.0397,0.092792,0.10833
0.0082003,0.55114,0.014243,0.10876
0.0082003,0.12473,0.056107,0.10919
0.0073371,0.042728,0.067328,0.10919
0.0064739,0.052654,0.039707,0.10962
0.0082003,0.094087,-0.055675,0.10962
0.0077687,0.11653,-0.1735,0.10876
0.0082003,0.047907,-0.17695,0.10876
0.0082003,0.22356,-0.10574,0.10962
0.0086319,0.50367,-0.059991,0.10962
0.0086319,0.75572,-0.04618,0.10919
0.0082003,0.94821,0.017695,0.10876
0.0086319,1.0432,0.049633,0.10919
0.0090634,1.0837,0.043159,0.10962
0.0090634,0.73932,0.01899,0.11006
0.0090634,0.22874,-0.01899,0.11049
0.009495,-0.29003,0.04618,0.11049
0.009495,-0.76996,0.073802,0.11049
0.009495,-1.0798,0.025464,0.10919
0.0090634,-1.0967,0.05136,0.10876
0.010358,-1.0371,0.1653,0.10919
0.009495,-1.0665,0.11912,0.10962
0.0086319,-1.1213,-0.032369,0.10962
0.0086319,-0.93051,-0.10272,0.10962
0.0082003,-0.57618,-0.17307,0.10876
0.0077687,-0.3142,-0.031075,0.10876
0.0073371,-0.33837,-0.05697,0.10919
0.0077687,-0.1148,-0.088045,0.10962
0.0077687,0.43246,0.04057,0.10962
0.0073371,0.877,0.050928,0.10919
0.0064739,1.1368,0.061286,0.10833
0.0069055,1.1217,-0.026759,0.11006
0.0069055,0.83988,-0.096677,0.1079
0.0064739,0.67242,0.072508,0.11049
0.0060423,0.82046,0.1066,0.10919
0.0051791,0.7924,-0.0073371,0.1079
0.0051791,0.3729,0.016401,0.11437
0.0056107,-0.039275,0.094087,0.097972
0.0056107,-0.11524,0.039707,0.13595
0.0060423,-0.073371,0.04877,-0.32887
0.0060423,-0.063876,-0.047475,-0.54165
0.0056107,0.13293,-0.12603,-0.47475
0.0056107,0.429,-0.020716,-0.51273
0.0064739,0.76694,0.041001,-0.48899
0.0064739,0.90332,-0.028917,-0.50324
0.0060423,0.66854,-0.094519,-0.49461
0.0064739,0.55158,-0.052223,-0.49892
0.0064739,0.90764,0.024169,-0.49676
0.0060423,1.2417,-0.0086319,-0.49719
0.0060423,1.3759,0.0051791,-0.49676
0.0060423,1.4644,0.1066,-0.4959
0.0060423,1.3621,0.078981,-0.4959
